id,group,pdp_page,cta,actions
471390,treatment,new page,order btn,view
41672,control,old page,buy btn,view
33198,control,old page,buy btn,view
472124,treatment,new page,order btn,view
646810,treatment,new page,order btn,view
35394,control,old page,buy btn,click
454414,treatment,new page,order btn,view
42569,control,old page,buy btn,view
22815,control,old page,buy btn,view
678247,treatment,new page,order btn,view
479145,treatment,new page,order btn,click
451480,treatment,new page,order btn,view
512678,treatment,new page,order btn,click
39717,control,old page,buy btn,view
659384,treatment,new page,order btn,view
41971,control,old page,buy btn,view
38705,control,old page,buy btn,view
447917,treatment,new page,order btn,view
19630,control,old page,buy btn,view
576809,treatment,new page,order btn,view
23747,control,old page,buy btn,view
17480,control,old page,buy btn,view
459444,treatment,new page,order btn,view
14157,control,old page,buy btn,view
27874,control,old page,buy btn,view
28058,control,old page,buy btn,view
44500,control,old page,buy btn,view
652992,treatment,new page,order btn,click
30967,control,old page,buy btn,view
15238,control,old page,buy btn,view
42707,control,old page,buy btn,view
34601,control,old page,buy btn,view
441525,treatment,new page,order btn,view
38947,control,old page,buy btn,view
42040,control,old page,buy btn,click
22240,control,old page,buy btn,view
42201,control,old page,buy btn,view
38763,control,old page,buy btn,click
13605,control,old page,buy btn,click
439534,treatment,new page,order btn,click
658441,treatment,new page,order btn,view
40867,control,old page,buy btn,click
458710,treatment,new page,order btn,view
596196,treatment,new page,order btn,click
12950,control,old page,buy btn,click
28886,control,old page,buy btn,view
441001,treatment,new page,order btn,view
565911,treatment,new page,order btn,click
41476,control,old page,buy btn,click
618097,treatment,new page,order btn,view
543696,treatment,new page,order btn,view
25057,control,old page,buy btn,view
647857,treatment,new page,order btn,click
18377,control,old page,buy btn,view
39372,control,old page,buy btn,view
13226,control,old page,buy btn,view
447183,treatment,new page,order btn,view
15985,control,old page,buy btn,view
17055,control,old page,buy btn,view
41511,control,old page,buy btn,click
521690,treatment,new page,order btn,click
518965,treatment,new page,order btn,view
585612,treatment,new page,order btn,click
24126,control,old page,buy btn,view
28875,control,old page,buy btn,click
618516,treatment,new page,order btn,view
565702,treatment,new page,order btn,click
19538,control,old page,buy btn,view
41764,control,old page,buy btn,view
493187,treatment,new page,order btn,click
25253,control,old page,buy btn,view
16974,control,old page,buy btn,view
23379,control,old page,buy btn,view
485537,treatment,new page,order btn,click
28415,control,old page,buy btn,click
26265,control,old page,buy btn,view
26793,control,old page,buy btn,click
29932,control,old page,buy btn,view
43167,control,old page,buy btn,view
21366,control,old page,buy btn,view
644819,treatment,new page,order btn,view
621450,treatment,new page,order btn,click
21987,control,old page,buy btn,view
20884,control,old page,buy btn,view
26679,control,old page,buy btn,view
576390,treatment,new page,order btn,view
624804,treatment,new page,order btn,view
37096,control,old page,buy btn,click
484594,treatment,new page,order btn,view
13283,control,old page,buy btn,view
569893,treatment,new page,order btn,view
29771,control,old page,buy btn,click
37475,control,old page,buy btn,view
599025,treatment,new page,order btn,view
28380,control,old page,buy btn,view
27207,control,old page,buy btn,click
576285,treatment,new page,order btn,view
667663,treatment,new page,order btn,view
439324,treatment,new page,order btn,view
14583,control,old page,buy btn,view
477049,treatment,new page,order btn,view
462169,treatment,new page,order btn,click
18779,control,old page,buy btn,view
33520,control,old page,buy btn,view
39522,control,old page,buy btn,view
590851,treatment,new page,order btn,view
583306,treatment,new page,order btn,click
26587,control,old page,buy btn,click
38131,control,old page,buy btn,view
14824,control,old page,buy btn,click
45305,control,old page,buy btn,view
447812,treatment,new page,order btn,view
33255,control,old page,buy btn,view
673531,treatment,new page,order btn,view
608666,treatment,new page,order btn,view
599654,treatment,new page,order btn,click
42051,control,old page,buy btn,view
643351,treatment,new page,order btn,view
658127,treatment,new page,order btn,view
639160,treatment,new page,order btn,view
42672,control,old page,buy btn,view
33888,control,old page,buy btn,view
18480,control,old page,buy btn,view
438905,treatment,new page,order btn,view
42753,control,old page,buy btn,view
570312,treatment,new page,order btn,click
483022,treatment,new page,order btn,click
17584,control,old page,buy btn,view
619459,treatment,new page,order btn,view
506495,treatment,new page,order btn,click
15847,control,old page,buy btn,view
28254,control,old page,buy btn,view
19044,control,old page,buy btn,view
12812,control,old page,buy btn,click
26782,control,old page,buy btn,view
13663,control,old page,buy btn,view
36107,control,old page,buy btn,view
520537,treatment,new page,order btn,view
611705,treatment,new page,order btn,click
19377,control,old page,buy btn,click
640627,treatment,new page,order btn,click
24781,control,old page,buy btn,view
46697,control,old page,buy btn,click
42224,control,old page,buy btn,view
596405,treatment,new page,order btn,view
32600,control,old page,buy btn,view
28944,control,old page,buy btn,view
642723,treatment,new page,order btn,view
21964,control,old page,buy btn,view
627004,treatment,new page,order btn,view
41844,control,old page,buy btn,view
526510,treatment,new page,order btn,click
34911,control,old page,buy btn,view
37004,control,old page,buy btn,view
44270,control,old page,buy btn,view
35750,control,old page,buy btn,click
490252,treatment,new page,order btn,click
37303,control,old page,buy btn,click
442677,treatment,new page,order btn,view
670911,treatment,new page,order btn,view
538456,treatment,new page,order btn,view
36061,control,old page,buy btn,view
45800,control,old page,buy btn,view
530597,treatment,new page,order btn,view
535208,treatment,new page,order btn,click
31450,control,old page,buy btn,click
663576,treatment,new page,order btn,click
31531,control,old page,buy btn,view
24195,control,old page,buy btn,click
500731,treatment,new page,order btn,click
24011,control,old page,buy btn,click
38211,control,old page,buy btn,view
45673,control,old page,buy btn,view
579848,treatment,new page,order btn,click
32290,control,old page,buy btn,view
15181,control,old page,buy btn,view
505971,treatment,new page,order btn,view
26495,control,old page,buy btn,view
33842,control,old page,buy btn,view
652573,treatment,new page,order btn,view
436914,treatment,new page,order btn,view
536151,treatment,new page,order btn,view
498321,treatment,new page,order btn,view
20792,control,old page,buy btn,click
46616,control,old page,buy btn,view
39832,control,old page,buy btn,view
12478,control,old page,buy btn,view
42557,control,old page,buy btn,view
35578,control,old page,buy btn,click
480402,treatment,new page,order btn,view
459863,treatment,new page,order btn,view
42074,control,old page,buy btn,view
525881,treatment,new page,order btn,view
34072,control,old page,buy btn,view
501884,treatment,new page,order btn,view
496959,treatment,new page,order btn,click
587917,treatment,new page,order btn,view
26092,control,old page,buy btn,click
37418,control,old page,buy btn,view
465731,treatment,new page,order btn,view
537723,treatment,new page,order btn,view
16158,control,old page,buy btn,view
38832,control,old page,buy btn,view
632977,treatment,new page,order btn,view
492348,treatment,new page,order btn,view
42615,control,old page,buy btn,view
32140,control,old page,buy btn,view
35003,control,old page,buy btn,view
16503,control,old page,buy btn,view
23252,control,old page,buy btn,view
613067,treatment,new page,order btn,view
33106,control,old page,buy btn,click
532797,treatment,new page,order btn,view
34612,control,old page,buy btn,view
481240,treatment,new page,order btn,click
28116,control,old page,buy btn,click
504923,treatment,new page,order btn,click
44052,control,old page,buy btn,view
31853,control,old page,buy btn,click
464579,treatment,new page,order btn,view
38958,control,old page,buy btn,view
665567,treatment,new page,order btn,view
15767,control,old page,buy btn,click
22447,control,old page,buy btn,view
35911,control,old page,buy btn,view
30818,control,old page,buy btn,click
18676,control,old page,buy btn,view
526300,treatment,new page,order btn,view
628157,treatment,new page,order btn,click
534998,treatment,new page,order btn,view
649115,treatment,new page,order btn,click
18308,control,old page,buy btn,click
19665,control,old page,buy btn,view
38809,control,old page,buy btn,click
14376,control,old page,buy btn,click
551136,treatment,new page,order btn,view
