id,group,page,actions
18474,treatment,new page,view
17288,treatment,new page,view
18443,treatment,new page,view
17273,treatment,new page,view
15046,control,old page,view
13399,control,old page,view
15143,control,old page,view
17564,treatment,new page,view
14816,control,old page,view
13389,control,old page,view
14791,control,old page,view
15740,control,old page,view
14975,control,old page,view
14675,control,old page,view
15568,control,old page,view
15726,control,old page,view
13396,control,old page,view
15092,control,old page,click
17516,treatment,new page,view
17607,treatment,new page,click
15337,control,old page,view
13122,control,old page,view
17565,treatment,new page,click
17913,treatment,new page,view
17684,treatment,new page,click
15047,control,old page,click
13962,control,old page,view
12994,control,old page,click
17062,treatment,new page,view
17927,treatment,new page,view
17982,treatment,new page,view
17000,treatment,new page,click
14701,control,old page,view
17330,treatment,new page,click
18032,treatment,new page,view
15741,control,old page,view
18666,treatment,new page,click
17640,treatment,new page,view
15682,control,old page,click
18639,treatment,new page,click
14760,control,old page,view
14055,control,old page,view
15387,control,old page,view
14829,control,old page,click
17876,treatment,new page,view
17777,treatment,new page,view
17804,treatment,new page,view
17765,treatment,new page,view
14811,control,old page,view
18687,treatment,new page,view
13634,control,old page,view
14993,control,old page,view
13107,control,old page,view
17678,treatment,new page,view
17699,treatment,new page,view
13018,control,old page,view
18264,treatment,new page,click
17943,treatment,new page,view
18277,treatment,new page,view
15728,control,old page,view
14941,control,old page,view
12937,control,old page,view
15570,control,old page,view
15053,control,old page,click
15408,control,old page,view
14022,control,old page,view
17716,treatment,new page,view
14986,control,old page,view
17293,treatment,new page,click
17972,treatment,new page,view
15293,control,old page,view
15139,control,old page,click
12904,control,old page,view
17645,treatment,new page,view
18428,treatment,new page,view
13316,control,old page,click
17435,treatment,new page,view
17336,treatment,new page,view
13720,control,old page,view
14679,control,old page,view
13330,control,old page,click
15062,control,old page,click
18211,treatment,new page,view
17094,treatment,new page,click
18538,treatment,new page,view
14831,control,old page,view
13623,control,old page,view
13425,control,old page,view
14113,control,old page,view
13272,control,old page,view
15044,control,old page,view
18229,treatment,new page,view
14406,control,old page,view
13466,control,old page,click
13353,control,old page,view
18036,treatment,new page,click
17045,treatment,new page,click
18570,treatment,new page,view
13273,control,old page,view
14424,control,old page,view
17945,treatment,new page,view
13615,control,old page,view
17143,treatment,new page,view
15521,control,old page,click
14656,control,old page,click
13143,control,old page,click
17644,treatment,new page,view
12925,control,old page,view
18254,treatment,new page,click
18694,treatment,new page,view
18490,treatment,new page,view
17092,treatment,new page,click
17936,treatment,new page,view
18020,treatment,new page,view
17908,treatment,new page,view
18644,treatment,new page,view
15710,control,old page,view
17253,treatment,new page,click
17660,treatment,new page,view
13003,control,old page,click
17735,treatment,new page,click
14523,control,old page,view
18255,treatment,new page,view
14431,control,old page,click
13720,control,old page,view
13768,control,old page,click
18443,treatment,new page,click
17215,treatment,new page,click
15482,control,old page,view
17804,treatment,new page,view
18219,treatment,new page,view
14799,control,old page,click
14151,control,old page,view
16977,treatment,new page,view
18032,treatment,new page,view
13634,control,old page,view
17770,treatment,new page,view
13490,control,old page,view
18671,treatment,new page,view
13484,control,old page,click
17417,treatment,new page,view
14684,control,old page,view
17073,treatment,new page,view
17814,treatment,new page,view
15184,control,old page,view
18077,treatment,new page,view
14989,control,old page,view
18424,treatment,new page,view
18446,treatment,new page,view
13492,control,old page,click
17774,treatment,new page,click
14684,control,old page,view
17738,treatment,new page,click
15367,control,old page,view
17728,treatment,new page,view
18385,treatment,new page,view
17921,treatment,new page,click
14883,control,old page,view
14989,control,old page,click
15056,control,old page,view
15547,control,old page,view
13558,control,old page,view
15353,control,old page,click
18118,treatment,new page,view
12973,control,old page,view
13282,control,old page,view
15066,control,old page,view
15765,control,old page,view
15426,control,old page,view
18470,treatment,new page,click
18694,treatment,new page,view
18218,treatment,new page,view
16959,treatment,new page,view
13681,control,old page,view
15698,control,old page,view
13692,control,old page,view
17820,treatment,new page,view
18294,treatment,new page,view
17702,treatment,new page,view
16961,treatment,new page,view
15621,control,old page,view
13413,control,old page,view
17051,treatment,new page,click
17725,treatment,new page,view
14310,control,old page,view
17097,treatment,new page,click
14435,control,old page,view
14115,control,old page,view
15228,control,old page,view
17928,treatment,new page,view
15161,control,old page,view
13639,control,old page,view
17632,treatment,new page,view
16967,treatment,new page,click
12905,control,old page,view
18348,treatment,new page,click
14968,control,old page,view
15684,control,old page,click
15611,control,old page,view
14150,control,old page,view
15442,control,old page,view
15666,control,old page,view
17432,treatment,new page,view
15042,control,old page,view
16880,treatment,new page,view
13030,control,old page,view
15567,control,old page,view
17377,treatment,new page,click
17916,treatment,new page,view
18351,treatment,new page,click
17492,treatment,new page,view
14786,control,old page,view
15620,control,old page,click
14826,control,old page,view
17469,treatment,new page,click
