id,group,page,session_time
18029,treatment,new page,2
16410,control,old page,2
14191,control,old page,2.5
18187,treatment,new page,2
14375,control,old page,2.5
15305,control,old page,2.5
15212,control,old page,2.5
18550,treatment,new page,2.5
16482,control,old page,1
16975,treatment,new page,2.5
16013,control,old page,1.5
15169,control,old page,1.5
15502,control,old page,2.5
18120,treatment,new page,2
19410,treatment,new page,2.5
16406,control,old page,1.5
16968,treatment,new page,2
19788,treatment,new page,2.5
18493,treatment,new page,2.5
18185,treatment,new page,2.5
19754,treatment,new page,2
16865,treatment,new page,2.5
14459,control,old page,2
15046,control,old page,1
16095,control,old page,1.5
15132,control,old page,2
18228,treatment,new page,2
15661,control,old page,2
18220,treatment,new page,2
15324,control,old page,1
14811,control,old page,1
16837,treatment,new page,2
16879,treatment,new page,2.5
16230,control,old page,1
17809,treatment,new page,2
16499,control,old page,2.5
15949,control,old page,2
13828,control,old page,1
17701,treatment,new page,2
16260,control,old page,2
17619,treatment,new page,2
16560,control,old page,2.5
18527,treatment,new page,2
19779,treatment,new page,2
15855,control,old page,2.5
16780,treatment,new page,2
16482,control,old page,2.5
14747,control,old page,2.5
19812,treatment,new page,2.5
14882,control,old page,2.5
15282,control,old page,2
19670,treatment,new page,2.5
13086,control,old page,2
13044,control,old page,2.5
18544,treatment,new page,2
13899,control,old page,2
17222,treatment,new page,2.5
18295,treatment,new page,2.5
14080,control,old page,1.5
14994,control,old page,2.5
16280,control,old page,2
16960,treatment,new page,2
17189,treatment,new page,2
19448,treatment,new page,2.5
14675,control,old page,2.5
13289,control,old page,2.5
15411,control,old page,1.5
17886,treatment,new page,2
18337,treatment,new page,2.5
17799,treatment,new page,2.5
14395,control,old page,1.5
16503,control,old page,1
14034,control,old page,1.5
14641,control,old page,1
17910,treatment,new page,2
17586,treatment,new page,2
19100,treatment,new page,2.5
14659,control,old page,1
14332,control,old page,2.5
19166,treatment,new page,2.5
16034,control,old page,1.5
14511,control,old page,1
17763,treatment,new page,2
17380,treatment,new page,2.5
19647,treatment,new page,2
18835,treatment,new page,2.5
17923,treatment,new page,2
14270,control,old page,2.5
16994,treatment,new page,2.5
17660,treatment,new page,2
13420,control,old page,1
16391,control,old page,1.5
13977,control,old page,1.5
13531,control,old page,1
19662,treatment,new page,2
18831,treatment,new page,2
15564,control,old page,1
15486,control,old page,2.5
14485,control,old page,1.5
16641,control,old page,1
14026,control,old page,1.5
14348,control,old page,2
14676,control,old page,2.5
18549,treatment,new page,2
14391,control,old page,2
15564,control,old page,1
15778,control,old page,2
17498,treatment,new page,2.5
13171,control,old page,1.5
16495,control,old page,1.5
18579,treatment,new page,2
13005,control,old page,2.5
15973,control,old page,2
16747,treatment,new page,2
17152,treatment,new page,2.5
16977,treatment,new page,2
13202,control,old page,1.5
15890,control,old page,1
16101,control,old page,2
18651,treatment,new page,2.5
19024,treatment,new page,2.5
13248,control,old page,1.5
18558,treatment,new page,2
13118,control,old page,2.5
19167,treatment,new page,2.5
16914,treatment,new page,2
18847,treatment,new page,2
19533,treatment,new page,2.5
19824,treatment,new page,2.5
13440,control,old page,1.5
19212,treatment,new page,2.5
19820,treatment,new page,2
17544,treatment,new page,2.5
15374,control,old page,2
14703,control,old page,2.5
15847,control,old page,1.5
16616,control,old page,1
18625,treatment,new page,2.5
14088,control,old page,2.5
17467,treatment,new page,2
17897,treatment,new page,2
16377,control,old page,2
19554,treatment,new page,2.5
19789,treatment,new page,2.5
19401,treatment,new page,2.5
18644,treatment,new page,2.5
19705,treatment,new page,2
17894,treatment,new page,2.5
18533,treatment,new page,2
13008,control,old page,2.5
17467,treatment,new page,2.5
17195,treatment,new page,2
18022,treatment,new page,2.5
16290,control,old page,1.5
15497,control,old page,1
14655,control,old page,2.5
16132,control,old page,1.5
18806,treatment,new page,2
19788,treatment,new page,2.5
16551,control,old page,2
16321,control,old page,2
15371,control,old page,1
19033,treatment,new page,2.5
13670,control,old page,2.5
18325,treatment,new page,2.5
15788,control,old page,2
16472,control,old page,2
13516,control,old page,1.5
16197,control,old page,1.5
19193,treatment,new page,2
18230,treatment,new page,2.5
18925,treatment,new page,2
18164,treatment,new page,2
13876,control,old page,1.5
16536,control,old page,2
13590,control,old page,2.5
18236,treatment,new page,2
13658,control,old page,1
17282,treatment,new page,2.5
15380,control,old page,2
13031,control,old page,1
14919,control,old page,2.5
15077,control,old page,2
13659,control,old page,1
17243,treatment,new page,2
19808,treatment,new page,2
18553,treatment,new page,2.5
17143,treatment,new page,2
17263,treatment,new page,2.5
18477,treatment,new page,2.5
18350,treatment,new page,2
19786,treatment,new page,2.5
15170,control,old page,1.5
15422,control,old page,2.5
19269,treatment,new page,2
18310,treatment,new page,2.5
15860,control,old page,2.5
16370,control,old page,2
13916,control,old page,1.5
18347,treatment,new page,2
17716,treatment,new page,2
14578,control,old page,1
15048,control,old page,1.5
16588,control,old page,1
18465,treatment,new page,2.5
17099,treatment,new page,2
18330,treatment,new page,2
17796,treatment,new page,2.5
18642,treatment,new page,2
13307,control,old page,1.5
16460,control,old page,1
15049,control,old page,1.5
15384,control,old page,2
15426,control,old page,2.5
15301,control,old page,1.5
14357,control,old page,2.5
19004,treatment,new page,2.5
18707,treatment,new page,2.5
15248,control,old page,1.5
18987,treatment,new page,2
19158,treatment,new page,2.5
13244,control,old page,2.5
17341,treatment,new page,2
19398,treatment,new page,2
17074,treatment,new page,2
15236,control,old page,1
17735,treatment,new page,2.5
15065,control,old page,2
14141,control,old page,2.5
19108,treatment,new page,2.5
17089,treatment,new page,2
17875,treatment,new page,2
14120,control,old page,1.5
16515,control,old page,2.5
15663,control,old page,2
16686,treatment,new page,2
13707,control,old page,2.5
13568,control,old page,2.5
15641,control,old page,1
15499,control,old page,2.5
15338,control,old page,2
13986,control,old page,1.5
18504,treatment,new page,2.5
19638,treatment,new page,2
14515,control,old page,1
19085,treatment,new page,2.5
17858,treatment,new page,2
14448,control,old page,2
18616,treatment,new page,2.5
15647,control,old page,1
13076,control,old page,1
18733,treatment,new page,2
13645,control,old page,2.5
16869,treatment,new page,2
14142,control,old page,2
14972,control,old page,2
18491,treatment,new page,2.5
19742,treatment,new page,2
14366,control,old page,2.5
17368,treatment,new page,2
16819,treatment,new page,2.5
16374,control,old page,1.5
13174,control,old page,1.5
17056,treatment,new page,2.5
18210,treatment,new page,2.5
14356,control,old page,1.5
16912,treatment,new page,2.5
14318,control,old page,2.5
13786,control,old page,2
18138,treatment,new page,2.5
14226,control,old page,1.5
13031,control,old page,2.5
14941,control,old page,1
15250,control,old page,2
15954,control,old page,1
17684,treatment,new page,2
19674,treatment,new page,2.5
18751,treatment,new page,2
14799,control,old page,2
15417,control,old page,2
13948,control,old page,1
16201,control,old page,2.5
13803,control,old page,2.5
15698,control,old page,2
19359,treatment,new page,2
15148,control,old page,2.5
17916,treatment,new page,2.5
19541,treatment,new page,2.5
13801,control,old page,2
13286,control,old page,2
18413,treatment,new page,2.5
15169,control,old page,2.5
14718,control,old page,2.5
18537,treatment,new page,2
13354,control,old page,1.5
15934,control,old page,1
13980,control,old page,2
13426,control,old page,1.5
17495,treatment,new page,2
18445,treatment,new page,2
14216,control,old page,2
17151,treatment,new page,2.5
15471,control,old page,2
17966,treatment,new page,2
18551,treatment,new page,2
14786,control,old page,1.5
13160,control,old page,1
14430,control,old page,1
17698,treatment,new page,2
14575,control,old page,2.5
16768,treatment,new page,2.5
15768,control,old page,1.5
15049,control,old page,2
17048,treatment,new page,2.5
18459,treatment,new page,2.5
16240,control,old page,1
13262,control,old page,1.5
14781,control,old page,1
18412,treatment,new page,2.5
19712,treatment,new page,2
18723,treatment,new page,2.5
15947,control,old page,1.5
18766,treatment,new page,2.5
16748,treatment,new page,2.5
19592,treatment,new page,2.5
15113,control,old page,1
13306,control,old page,1.5
14364,control,old page,1
15283,control,old page,2.5
17100,treatment,new page,2
14039,control,old page,1
13045,control,old page,2
13961,control,old page,2
19463,treatment,new page,2.5
16056,control,old page,1
14287,control,old page,2.5
13843,control,old page,1.5
15734,control,old page,2
19363,treatment,new page,2
19346,treatment,new page,2
18397,treatment,new page,2.5
18588,treatment,new page,2
19559,treatment,new page,2
15200,control,old page,2.5
16842,treatment,new page,2
18052,treatment,new page,2
13080,control,old page,2
15824,control,old page,1
17413,treatment,new page,2
19741,treatment,new page,2
15377,control,old page,1.5
14495,control,old page,2.5
14957,control,old page,1.5
14579,control,old page,2
19723,treatment,new page,2.5
18561,treatment,new page,2
13434,control,old page,2
15934,control,old page,2.5
14559,control,old page,2
13314,control,old page,1.5
17737,treatment,new page,2
16984,treatment,new page,2
16047,control,old page,1
18424,treatment,new page,2.5
19236,treatment,new page,2.5
15824,control,old page,2
16106,control,old page,1.5
14177,control,old page,2.5
19168,treatment,new page,2
19385,treatment,new page,2.5
14425,control,old page,2
13956,control,old page,1
15883,control,old page,1.5
13423,control,old page,1
14209,control,old page,2.5
15690,control,old page,2
17004,treatment,new page,2.5
14069,control,old page,1.5
13212,control,old page,2
15639,control,old page,2
17186,treatment,new page,2.5
15193,control,old page,2
15920,control,old page,1
17500,treatment,new page,2
16143,control,old page,2.5
13329,control,old page,2
15233,control,old page,1
15625,control,old page,2
16306,control,old page,1
17614,treatment,new page,2.5
19299,treatment,new page,2.5
14829,control,old page,1.5
13393,control,old page,2
17405,treatment,new page,2.5
15697,control,old page,2
17786,treatment,new page,2.5
16434,control,old page,1.5
16302,control,old page,1.5
17450,treatment,new page,2
15445,control,old page,1.5
16263,control,old page,2
15152,control,old page,1.5
14802,control,old page,2.5
16425,control,old page,2
16505,control,old page,1.5
18213,treatment,new page,2
17108,treatment,new page,2
19323,treatment,new page,2.5
19281,treatment,new page,2
18990,treatment,new page,2
14540,control,old page,1.5
17428,treatment,new page,2.5
15243,control,old page,2
18526,treatment,new page,2.5
16278,control,old page,1
14758,control,old page,1
16080,control,old page,1.5
16152,control,old page,1.5
19394,treatment,new page,2
13467,control,old page,1
15320,control,old page,1.5
16683,treatment,new page,2.5
18191,treatment,new page,2.5
17481,treatment,new page,2.5
13024,control,old page,1
13110,control,old page,1
19614,treatment,new page,2.5
13324,control,old page,2
18893,treatment,new page,2.5
14477,control,old page,1
18002,treatment,new page,2.5
13457,control,old page,2.5
17547,treatment,new page,2
13772,control,old page,2.5
19734,treatment,new page,2
15378,control,old page,1.5
19025,treatment,new page,2
16237,control,old page,1
